url1,url,name,adresse,rating,rater,latlong,description,city
https://www.booking.com/searchresults.fr.html?ss=grenoble&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/adagio-city-aparthotel-grenoble-berthelot.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=0766703b996401c5&srepoch=1649692664&from_sustainable_property_sr=1&from=searchresults,The Originals Residence KOSY appart'hôtels - Les Cèdres,"Avenue M. Berthelot, 38100 Grenoble, France",7.6,476,"['45.17894378,5.73206306']","Vous pouvez bénéficier d'une réduction Genius dans l'établissement The Originals Residence KOSY appart'hôtels - Les Cèdres !  Connectez-vous  pour économiser. Le KOSY Appart'hôtels est situé à Grenoble, à seulement 10 minutes à pied du centre-ville et à 31 km des pistes de ski de Chamrousse. Les studios et les appartements sont équipés d’une télévision par satellite, d’un micro-ondes, d’un lave-vaisselle, d’une machine à café et d’une connexion Wi-Fi gratuite. Vous séjournerez à côté de l’arrêt de tramway Mounier, directement accessible depuis la gare. ",grenoble
https://www.booking.com/searchresults.fr.html?ss=annecy&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/best-western-international.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=2f28703ba4a800c2&srepoch=1649692664&from_sustainable_property_sr=1&from=searchresults,Best Western Hotel International,"19, Avenue du Rhône, 74000 Annecy, France",8.1,4002,"['45.89998968,6.11575842']","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Best Western Hotel International !  Connectez-vous  pour économiser. Doté d'une salle de sport avec un hammam et un jacuzzi, le Best Western Hotel International est situé à l'entrée d'Annecy, à 2 km du lac d'Annecy et du centre-ville. Vous profiterez d'une réception ouverte 24h/24, d'un restaurant et d'un bar sur place. Vous serez à 500 mètres de la gare et à 4 minutes de route de l'autoroute A41. Les chambres de l'établissement sont insonorisées et climatisées. Elles sont équipées d'une télévision par satellite à écran plat, d'un plateau/bouilloire, d'une connexion Wi-Fi gratuite et d'une salle de bains privative. Le Best Western Hotel International sert un petit-déjeuner buffet chaque matin dans la salle à manger. Installé à seulement quelques minutes de marche de la vieille ville, de la cathédrale et du château d'Annecy, cet hôtel constitue une base idéale pour partir à la découverte de la ville. Le parking Chevêne est à 200 mètres de l'établissement. ",annecy
https://www.booking.com/searchresults.fr.html?ss=lyon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/de-verdun-lyon.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=9f5a703b19c901a3&srepoch=1649692665&from=searchresults,"Hotel De Verdun 1882, BW Signature Collection","82 Rue de la Charité, 2e arr., 69002 Lyon, France",9.1,489,"['45.74958764,4.82976660']","L'Hotel De Verdun 1882, BW Signature Collection est situé dans le centre de Lyon, sur la presqu'île, à 450 mètres de la gare TGV de Lyon-Perrache. Cet établissement propose des chambres avec une salle de bains privative, une télévision par satellite et une connexion Wi-Fi haut débit. Situé dans une ancienne demeure de caractère privée datant de 1882, l'Hotel De Verdun 1882, BW Signature Collection propose un petit-déjeuner buffet quotidien. L'Hôtel De Verdun 1882 dispose d'une réception ouverte 24h/24 et d'un gardien. Vous rejoindrez facilement les nombreux magasins et restaurants de la ville. Vous séjournerez à 10 minutes à pied de la place Bellecour et à 1,5 km du Vieux Lyon. ",lyon
https://www.booking.com/searchresults.fr.html?ss=lyon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/intercontinental-hotels-lyon-dieu.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=9f5a703b19c901a3&srepoch=1649692665&from=searchresults,"InterContinental Lyon - Hotel Dieu, an IHG Hotel","20 Quai Jules Courmont, 2e arr., 69002 Lyon, France",9.1,1728,"['45.75864900,4.83691500']","Situé à Lyon, l'InterContinental Lyon - Hotel Dieu, an IHG Hotel comprend un bar, un restaurant, un jardin et une salle de sport. Vous pourrez profiter de chambres familiales et d’une terrasse. Cet établissement bénéficie d’une réception ouverte 24h/24  et assure des services d’étage et de change. Climatisées, les chambres comprennent un bureau, une bouilloire, un minibar, un coffre-fort et une télévision à écran plat. Leur salle de bains privative est pourvue d’une douche. Toutes les chambres sont équipées d'une machine à café. Certaines d’entre elles s’ouvrent sur un balcon, tandis que d'autres offrent une vue sur la rivière. Le linge de lit et les serviettes de toilette sont fournis. Le matin, vous pourrez déguster un petit-déjeuner buffet ou continental. L'InterContinental Lyon - Hotel Dieu, an IHG Hotel se trouve à 1,2 km du musée Miniature et Cinéma et à 1,7 km du musée des Beaux-Arts. L’aéroport le plus proche est celui de Lyon-Saint-Exupéry, accessible à 27 km. ",lyon
https://www.booking.com/searchresults.fr.html?ss=bormes-mimosas&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/joli-studio-renove-en-bord-de-mer.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=fbd4703bee4901c0&srepoch=1649692665&from_beach_sr=1&from=searchresults,Joli studio rénové en bord de mer,"Bâtiment 2, Appartement 61 160 Avenue de la Mer, 83230 Bormes-les-Mimosas, France",9.4,7,"['43.12281506,6.35287393']","Situé à Bormes-les-Mimosas, à 600 mètres de la Faviere et à moins de 1 km de la plage de l'Anglade, le Joli studio rénové en bord de mer propose la climatisation. Cet appartement comprend une chambre, une salle de bains, du linge de lit, des serviettes, une télévision par câble à écran plat, un coin repas, une cuisine entièrement équipée et une terrasse avec vue sur le jardin. Vous séjournerez à moins de 1 km de la plage de la Pointe de Gouron et à 4 minutes à pied de La Favière. L'aéroport le plus proche, celui de La Môle-Saint-Tropez, est situé à 14 km. ",bormes-mimosas
https://www.booking.com/searchresults.fr.html?ss=bormes-mimosas&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/hostellerie-du-cigalou.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=fbd4703bee4901c0&srepoch=1649692665&from_beach_sr=1&from=searchresults,Hostellerie du Cigalou - Les Collectionneurs,"Place Gambetta, 83230 Bormes-les-Mimosas, France",8.0,599,"['43.15195790,6.34328350']","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hostellerie du Cigalou - Les Collectionneurs !  Connectez-vous  pour économiser. Cet hôtel 3 étoiles est situé dans le village médiéval de Bormes-les-Mimosas, à seulement 25 minutes de route de Toulon. Doté d'une piscine extérieure entourée de mimosas, il dispose de chambres présentant chacune leur propre décoration. Les chambres et les suites de l'Hostellerie du Cigalou comprennent également une télévision à écran LCD et une salle de bains privative. Elles sont climatisées et un minibar peut y être ajouté sur demande. Le petit-déjeuner buffet peut être servi dans la salle à manger ou sur la terrasse commune. L'établissement comporte également un bar-restaurant sur place qui propose des spécialités provençales et des cocktails. Vous pourrez profiter gratuitement d'une connexion Wi-Fi dans les parties communes ainsi que d'un parking se trouvant à proximité de l'hôtel. Comptant parmi les passages obligés dans la région à visiter, les villes d'Hyères et de Saint-Tropez sont toutes deux situées à moins de 30 km. ",bormes-mimosas
https://www.booking.com/searchresults.fr.html?ss=bormes-mimosas&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/paradis.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=fbd4703bee4901c0&srepoch=1649692665&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults,Hôtel Paradis,"62 Impasse du Castellan, 83230 Bormes-les-Mimosas, France",7.9,679,"['43.14468600,6.33512500']","L'hôtel Paradis occupe un bâtiment datant de 1920 et bénéficie d'un jardin luxuriant. Il offre une vue panoramique sur la mer et le vieux village de Bormes. Plusieurs chambres possèdent un balcon donnant sur la mer, d'autres surplombent le village. Les chambres sont aussi équipées d'une connexion Wi-Fi gratuite et d'une télévision. De plus, vous dégusterez un petit-déjeuner continental quotidien. En fonction du nombre de personnes, il peut être proposé sous forme de buffet. Le parking est accessible pour les vélos, les motos et les voitures. Bormes les Mimosas est situé entre Saint Tropez et Hyères et offre des vues superbes sur l'île de Port Cros et Porquerolles. ",bormes-mimosas
https://www.booking.com/searchresults.fr.html?ss=bormes-mimosas&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/lou-mazet-bormes-les-mimosas.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=fbd4703bee4901c0&srepoch=1649692665&from_beach_sr=1&from=searchresults,Les deux mas,"les deux mas 59 Rue des Hortensias, 83230 Bormes-les-Mimosas, France",9.4,39,"['43.14393659,6.33632324']","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Les deux mas !  Connectez-vous  pour économiser. Situé à Bormes-les-Mimosas, à 2,7 km de la Grande Plage et de la plage de l'Anglade, l'établissement Les deux mas propose des hébergements avec une connexion Wi-Fi gratuite, la climatisation et l'accès à un jardin avec une piscine extérieure. Offrant une vue sur le jardin, tous les logements disposent d'une télévision à écran plat, de lecteurs Blu-ray et DVD, d'un lave-linge et d'une salle de bains privative avec douche. La cuisine est équipée d'un lave-vaisselle, d'un micro-ondes, d'un réfrigérateur et d'une bouilloire. Vous pourrez profiter d'un barbecue et d'une terrasse. La Favière se trouve à 2,6 km. L'aéroport de La Môle-Saint-Tropez, le plus proche, est implanté à 14 km. ",bormes-mimosas
https://www.booking.com/searchresults.fr.html?ss=bormes-mimosas&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/restaurant-bellevue.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=fbd4703bee4901c0&srepoch=1649692665&from_beach_sr=1&from=searchresults,Hotel Restaurant Bellevue,"14 place Gambetta, 83230 Bormes-les-Mimosas, France",7.7,396,"['43.15187759,6.34313598']","Situé dans le centre-ville de Bormes-les-Mimosas, l'Hotel Restaurant Bellevue possède un restaurant servant des produits frais et locaux, un bar et une terrasse se trouvant en face de l'établissement. Des chambres pour personnes à mobilité réduite sont disponibles. Toutes les chambres non-fumeurs sont climatisées et équipées d'une télévision à écran plat, d'un coffre-fort et d'une connexion Wi-Fi gratuite. Les salles de bains privatives sont pourvues d'une douche, de toilettes et d'un sèche-cheveux. Un petit-déjeuner buffet comprenant des pâtisseries traditionnelles, des fruits, des œufs et des jus de fruits est servi chaque matin moyennant un supplément. Vous pourrez également profiter du bar-restaurant de l'établissement. L'Hotel Restaurant Bellevue se trouve à 200 mètres de la forêt de Dom, à 4 km de la plage et à 35 km de Saint-Tropez. L'aéroport de Toulon et la gare d'Hyères se situent à 22 km. ",bormes-mimosas
https://www.booking.com/searchresults.fr.html?ss=bormes-mimosas&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/cosy-kaz.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=fbd4703bee4901c0&srepoch=1649692665&from_beach_sr=1&from=searchresults,Cosy kaz,"Le Mas des Arnauds n3 509 Rue des Iris, 83230 Bormes-les-Mimosas, France",8.9,9,"['43.13668200,6.33742100']","Situé à Bormes-les-Mimosas, en Provence-Alpes-Côte d'Azur, le Cosy kaz dispose d'une terrasse. Cet hébergement climatisé se trouve à 2,3 km de la plage de l'Anglade. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé sur place. Cet appartement comprend une chambre, une télévision à écran plat, un lave-linge et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un lave-vaisselle. Pour plus de commodité, l'établissement peut fournir des serviettes et du linge de lit moyennant des frais supplémentaires. Vous pourrez profiter d'une terrasse. Un service de location de vélos est assuré sur place. Vous séjournerez à 2,3 km de la Grande Plage et à 2,5 km de la plage de la Pointe de Gouron. L'aéroport le plus proche, celui de La Môle-Saint-Tropez, est situé à 21 km. ",bormes-mimosas
https://www.booking.com/searchresults.fr.html?ss=bormes-mimosas&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/apartement-la-faviere-bormes-les-mimosas.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=fbd4703bee4901c0&srepoch=1649692665&from_beach_sr=1&from=searchresults,Appartement Bord de Mer La Faviere,"112 boulevard de la plage, 83230 Bormes-les-Mimosas, France",8.1,43,"['43.12602594,6.35675467']","Cet établissement est à 5 minutes à pied de la plage. Rénové en janvier 2022, l'Apartement La Faviere est situé à Bormes-les-Mimosas et dispose d'une terrasse avec vue sur le jardin. Vous trouverez des restaurants et des boutiques à moins de 400 mètres. Un parking privé est disponible gratuitement sur place. Situé au premier étage, cet appartement comprend une télévision à écran plat, un coin repas ainsi qu'une kitchenette équipée d'un four micro-ondes et d'un réfrigérateur. La région est prisée des amateurs de golf et d'équitation. Vous pourrez pratiquer diverses activités, telles que la plongée avec tuba et la planche à voile. Vous séjournerez à 40 km de Saint-Tropez et à 23 km de l'aéroport et de la gare de Hyères. ",bormes-mimosas
https://www.booking.com/searchresults.fr.html?ss=bormes-mimosas&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/le-hameau-de-la-nicolinia-re.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=fbd4703bee4901c0&srepoch=1649692665&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults,Le Hameau de la Nicolinière,"155 Chemin du Petit Fort, 83230 Bormes-les-Mimosas, France",8.7,8,"['43.10348079,6.32792383']","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Hameau de la Nicolinière !  Connectez-vous  pour économiser. Cet établissement est à 6 minutes à pied de la plage. La résidence Le Hameau de la Nicolinière est située à Bormes-les-Mimosas, à 500 mètres de Cabasson et des plages de sable fin de Fort de Brégançon. L'établissement bénéficie d'un parking privé gratuit et vous offre une bouteille de vin à votre arrivée. Les villas indépendantes disposent d'une cuisine entièrement équipée avec lave-vaisselle, four et cafetière, ainsi que d'un grand jardin privé. Le salon est pourvu d'une télévision à écran LCD avec lecteur DVD. Vous pouvez dîner au restaurant Les Palmiers, qui est à 50 mètres et rejoindre les boutiques en 10 minutes de route. L’établissement propose la location de bateaux sur place et dispose d'une connexion Wi-Fi gratuite dans tout le bâtiment. La résidence Le Hameau de la Nicolinière est située à 20 km de l'autoroute A56 et à 9 km du Lavandou, où vous pouvez prendre un ferry pour les îles de Porquerolles. ",bormes-mimosas
